v_air,rh,t_monthly,season,optimal_t_set,pmv_hat
1.0,60.0,30.0,Winter,26.0,-0.057410579174757004
1.0,60.0,30.0,Spring,26.0,0.03358819708228111
1.0,60.0,30.0,Autumn,26.0,-0.01711336150765419
1.0,60.0,35.0,Summer,25.5,-0.09230095148086548
1.0,60.0,35.0,Winter,26.0,0.029947921633720398
1.0,60.0,35.0,Spring,26.0,0.12517520785331726
1.0,60.0,35.0,Autumn,26.0,0.07908102869987488
1.0,60.0,40.0,Summer,25.5,-0.09791506826877594
1.0,60.0,40.0,Winter,26.0,0.0818825513124466
1.0,60.0,40.0,Spring,25.5,-0.06785187125205994
1.0,60.0,40.0,Autumn,26.0,0.060996465384960175
1.0,60.0,45.0,Summer,25.5,-0.08983239531517029
1.0,60.0,45.0,Winter,25.5,-0.07756556570529938
1.0,60.0,45.0,Spring,25.5,-0.029432151466608047
1.0,60.0,45.0,Autumn,26.0,0.03912419453263283
1.5,40.0,10.0,Summer,27.0,-0.670183002948761
1.5,40.0,10.0,Winter,27.0,-0.8513261079788208
1.5,40.0,10.0,Spring,27.0,-0.5577290654182434
1.5,40.0,10.0,Autumn,27.0,-0.46593353152275085
1.5,40.0,15.0,Summer,27.0,-0.52515709400177
1.5,40.0,15.0,Winter,27.0,-0.6499776244163513
1.5,40.0,15.0,Spring,27.0,-0.3466637134552002
1.5,40.0,15.0,Autumn,27.0,-0.34754014015197754
1.5,40.0,20.0,Summer,27.0,-0.422278493642807
1.5,40.0,20.0,Winter,27.0,-0.4496596157550812
1.5,40.0,20.0,Spring,27.0,-0.32379189133644104
1.5,40.0,20.0,Autumn,27.0,-0.2894080579280853
1.5,40.0,25.0,Summer,27.0,-0.2829025089740753
1.5,40.0,25.0,Winter,27.0,-0.1843492090702057
1.5,40.0,25.0,Spring,27.0,-0.3090616464614868
1.5,40.0,25.0,Autumn,27.0,-0.18194866180419922
1.5,40.0,30.0,Summer,27.0,-0.06894233822822571
1.5,40.0,30.0,Winter,27.0,-0.0640030950307846
1.5,40.0,30.0,Spring,27.0,-0.2591055631637573
1.5,40.0,30.0,Autumn,27.0,-0.12481337785720825
1.5,40.0,35.0,Summer,27.0,0.10542121529579163
1.5,40.0,35.0,Winter,27.0,0.11378994584083557
1.5,40.0,35.0,Spring,27.0,-0.17426356673240662
1.5,40.0,35.0,Autumn,27.0,-0.0775316059589386
1.5,40.0,40.0,Summer,26.5,-0.06271520256996155
1.5,40.0,40.0,Winter,26.5,-0.12904460728168488
1.5,40.0,40.0,Spring,27.0,-0.037123244255781174
1.5,40.0,40.0,Autumn,27.0,-0.07926072180271149
1.5,40.0,45.0,Summer,27.0,0.0671667754650116
1.5,40.0,45.0,Winter,27.0,0.0855868011713028
1.5,40.0,45.0,Spring,27.0,-0.0381612591445446
1.5,40.0,45.0,Autumn,27.0,-0.11734773218631744
1.5,45.0,10.0,Summer,27.0,-0.5513557195663452
1.5,45.0,10.0,Winter,27.0,-0.6459680795669556
1.5,45.0,10.0,Spring,27.0,-0.5269156694412231
1.5,45.0,10.0,Autumn,27.0,-0.4853381812572479
1.5,45.0,15.0,Summer,27.0,-0.562870979309082
1.5,45.0,15.0,Winter,27.0,-0.5211238265037537
1.5,45.0,15.0,Spring,27.0,-0.43672993779182434
1.5,45.0,15.0,Autumn,27.0,-0.36831822991371155
1.5,45.0,20.0,Summer,27.0,-0.4723893702030182
1.5,45.0,20.0,Winter,27.0,-0.38981109857559204
1.5,45.0,20.0,Spring,27.0,-0.37745893001556396
1.5,45.0,20.0,Autumn,27.0,-0.28580614924430847
1.5,45.0,25.0,Summer,27.0,-0.28655144572257996
1.5,45.0,25.0,Winter,27.0,-0.21198970079421997
1.5,45.0,25.0,Spring,27.0,-0.2880122661590576
1.5,45.0,25.0,Autumn,27.0,-0.14945515990257263
1.5,45.0,30.0,Summer,27.0,-0.013651084154844284
1.5,45.0,30.0,Winter,27.0,-0.014317937195301056
1.5,45.0,30.0,Spring,27.0,-0.19925111532211304
1.5,45.0,30.0,Autumn,27.0,-0.07104431092739105
1.5,45.0,35.0,Summer,26.5,-0.09848080575466156
1.5,45.0,35.0,Winter,26.5,-0.14884668588638306
1.5,45.0,35.0,Spring,27.0,-0.060284364968538284
1.5,45.0,35.0,Autumn,27.0,-0.036425624042749405
1.5,45.0,40.0,Summer,26.5,-0.028747383505105972
1.5,45.0,40.0,Winter,26.5,-0.09994906187057495
1.5,45.0,40.0,Spring,27.0,-0.00314471498131752
1.5,45.0,40.0,Autumn,27.0,-0.058292511850595474
1.5,45.0,45.0,Summer,26.5,-0.049863044172525406
1.5,45.0,45.0,Winter,26.5,-0.0902823954820633
1.5,45.0,45.0,Spring,27.0,0.02198486216366291
1.5,45.0,45.0,Autumn,27.0,-0.07287141680717468
1.5,50.0,10.0,Summer,27.0,-0.50127112865448
1.5,50.0,10.0,Winter,27.0,-0.47904953360557556
1.5,50.0,10.0,Spring,27.0,-0.4487360417842865
1.5,50.0,10.0,Autumn,27.0,-0.4484693109989166
1.5,50.0,15.0,Summer,27.0,-0.5425150990486145
1.5,50.0,15.0,Winter,27.0,-0.37142738699913025
1.5,50.0,15.0,Spring,27.0,-0.41138237714767456
1.5,50.0,15.0,Autumn,27.0,-0.356032133102417
1.5,50.0,20.0,Summer,27.0,-0.4847293794155121
1.5,50.0,20.0,Winter,27.0,-0.3028128147125244
1.5,50.0,20.0,Spring,27.0,-0.35258081555366516
1.5,50.0,20.0,Autumn,27.0,-0.2652278244495392
1.5,50.0,25.0,Summer,27.0,-0.29514220356941223
1.5,50.0,25.0,Winter,27.0,-0.17781376838684082
1.5,50.0,25.0,Spring,27.0,-0.19564437866210938
1.5,50.0,25.0,Autumn,27.0,-0.1248515248298645
1.5,50.0,30.0,Summer,27.0,0.034286096692085266
1.5,50.0,30.0,Winter,27.0,0.0255182683467865
1.5,50.0,30.0,Spring,27.0,-0.08902010321617126
1.5,50.0,30.0,Autumn,27.0,0.0011060424149036407
1.5,50.0,35.0,Summer,26.5,-0.055845316499471664
1.5,50.0,35.0,Winter,26.5,-0.08992567658424377
1.5,50.0,35.0,Spring,27.0,-0.0024160631000995636
1.5,50.0,35.0,Autumn,27.0,0.030139673501253128
1.5,50.0,40.0,Summer,26.5,0.019626833498477936
1.5,50.0,40.0,Winter,26.5,-0.03877108171582222
1.5,50.0,40.0,Spring,27.0,0.06830500811338425
1.5,50.0,40.0,Autumn,27.0,0.012314051389694214
1.5,50.0,45.0,Summer,26.5,0.014553356915712357
1.5,50.0,45.0,Winter,26.5,-0.005804434418678284
1.5,50.0,45.0,Spring,27.0,0.10997679829597473
1.5,50.0,45.0,Autumn,27.0,0.018167637288570404
1.5,55.0,10.0,Summer,27.0,-0.5127604007720947
1.5,55.0,10.0,Winter,27.0,-0.34412509202957153
1.5,55.0,10.0,Spring,27.0,-0.4426266551017761
1.5,55.0,10.0,Autumn,27.0,-0.4653656780719757
1.5,55.0,15.0,Summer,27.0,-0.4848800599575043
1.5,55.0,15.0,Winter,27.0,-0.29379644989967346
1.5,55.0,15.0,Spring,27.0,-0.3599441945552826
1.5,55.0,15.0,Autumn,27.0,-0.3297743797302246
1.5,55.0,20.0,Summer,27.0,-0.45471468567848206
1.5,55.0,20.0,Winter,27.0,-0.24123913049697876
1.5,55.0,20.0,Spring,27.0,-0.24677959084510803
1.5,55.0,20.0,Autumn,27.0,-0.23214974999427795
1.5,55.0,25.0,Summer,27.0,-0.23244953155517578
1.5,55.0,25.0,Winter,27.0,-0.12783583998680115
1.5,55.0,25.0,Spring,27.0,-0.11085565388202667
1.5,55.0,25.0,Autumn,27.0,-0.061939630657434464
1.5,55.0,30.0,Summer,27.0,0.046539612114429474
1.5,55.0,30.0,Winter,27.0,0.041307706385850906
1.5,55.0,30.0,Spring,27.0,0.05606088787317276
1.5,55.0,30.0,Autumn,27.0,0.08146876096725464
1.5,55.0,35.0,Summer,26.5,-0.048683639615774155
1.5,55.0,35.0,Winter,26.5,-0.08315390348434448
1.5,55.0,35.0,Spring,27.0,0.10945308953523636
1.5,55.0,35.0,Autumn,27.0,0.10324735939502716
1.5,55.0,40.0,Summer,26.5,0.1025356873869896
1.5,55.0,40.0,Winter,26.5,0.011601600795984268
1.5,55.0,40.0,Spring,26.5,-0.13815276324748993
1.5,55.0,40.0,Autumn,27.0,0.1127549558877945
1.5,55.0,45.0,Summer,26.5,0.07421240210533142
1.5,55.0,45.0,Winter,26.5,0.0750633180141449
1.5,55.0,45.0,Spring,26.5,-0.04493243619799614
1.5,55.0,45.0,Autumn,27.0,0.11657334864139557
1.5,60.0,10.0,Summer,27.0,-0.5052023530006409
1.5,60.0,10.0,Winter,27.0,-0.3362579345703125
1.5,60.0,10.0,Spring,27.0,-0.4037929177284241
1.5,60.0,10.0,Autumn,27.0,-0.4745347797870636
1.5,60.0,15.0,Summer,27.0,-0.37067079544067383
1.5,60.0,15.0,Winter,27.0,-0.23983559012413025
1.5,60.0,15.0,Spring,27.0,-0.24843356013298035
1.5,60.0,15.0,Autumn,27.0,-0.32631102204322815
1.5,60.0,20.0,Summer,27.0,-0.30698227882385254
1.5,60.0,20.0,Winter,27.0,-0.18314288556575775
1.5,60.0,20.0,Spring,27.0,-0.1338208019733429
1.5,60.0,20.0,Autumn,27.0,-0.17672835290431976
1.5,60.0,25.0,Summer,27.0,-0.16972297430038452
1.5,60.0,25.0,Winter,27.0,-0.08282318711280823
1.5,60.0,25.0,Spring,27.0,0.005924701690673828
1.5,60.0,25.0,Autumn,27.0,0.03486833721399307
1.5,60.0,30.0,Summer,27.0,0.06371206790208817
1.5,60.0,30.0,Winter,27.0,0.06903509050607681
1.5,60.0,30.0,Spring,27.0,0.1455605924129486
1.5,60.0,30.0,Autumn,27.0,0.1504044085741043
1.5,60.0,35.0,Summer,26.5,-0.06128564104437828
1.5,60.0,35.0,Winter,26.5,-0.06372305750846863
1.5,60.0,35.0,Spring,26.5,-0.10057529807090759
1.5,60.0,35.0,Autumn,26.5,-0.09871034324169159
1.5,60.0,40.0,Summer,26.5,0.08196015655994415
1.5,60.0,40.0,Winter,26.5,0.0694640725851059
1.5,60.0,40.0,Spring,26.5,-0.005914952605962753
1.5,60.0,40.0,Autumn,26.5,-0.033217985183000565
1.5,60.0,45.0,Summer,26.5,0.10058997571468353
1.5,60.0,45.0,Winter,26.5,0.11840702593326569
1.5,60.0,45.0,Spring,26.5,0.06982283294200897
1.5,60.0,45.0,Autumn,26.5,-0.007708951830863953
